recipe_node,recipe_id,recipe_name,recipe_type,recipe_type_id,time_spend_raw,handcraft,productive,non_productive,input_count,inputs_json,output_count,outputs_json,unlocking_technologies_json,product_scc
recipe:48,48,采矿机,Assemble,4,180,true,false,false,4,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":4,""source_edge_id"":1906},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":1907},{""item_node"":""item:1202"",""item_id"":1202,""item_name"":""磁线圈"",""quantity"":2,""source_edge_id"":1908},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":2,""source_edge_id"":1909}]",1,"[{""item_node"":""item:2301"",""item_id"":2301,""item_name"":""采矿机"",""quantity"":1,""source_edge_id"":1910}]","[{""tech_node"":""tech:1001"",""tech_id"":1001,""tech_name"":""Electromagnetism"",""source_edge_id"":5}]",scc:0309
recipe:49,49,抽水站,Assemble,4,240,true,false,false,4,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":8,""source_edge_id"":1911},{""item_node"":""item:1108"",""item_id"":1108,""item_name"":""石材"",""quantity"":4,""source_edge_id"":1912},{""item_node"":""item:1203"",""item_id"":1203,""item_name"":""电动机"",""quantity"":4,""source_edge_id"":1913},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":1914}]",1,"[{""item_node"":""item:2306"",""item_id"":2306,""item_name"":""抽水站"",""quantity"":1,""source_edge_id"":1915}]","[{""tech_node"":""tech:1120"",""tech_id"":1120,""tech_name"":""T流体储存封装"",""source_edge_id"":55}]",scc:0310
recipe:50,50,电路板,Assemble,4,60,true,false,false,2,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":2,""source_edge_id"":1916},{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":1,""source_edge_id"":1917}]",1,"[{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":1918}]",[],scc:0312
recipe:51,51,处理器,Assemble,4,180,true,false,false,2,"[{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":1919},{""item_node"":""item:1302"",""item_id"":1302,""item_name"":""微晶元件"",""quantity"":2,""source_edge_id"":1920}]",1,"[{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":1,""source_edge_id"":1921}]","[{""tech_node"":""tech:1302"",""tech_id"":1302,""tech_name"":""Processor"",""source_edge_id"":173}]",scc:0313
recipe:52,52,量子芯片,Assemble,4,360,true,false,false,2,"[{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":2,""source_edge_id"":1922},{""item_node"":""item:1304"",""item_id"":1304,""item_name"":""位面过滤器"",""quantity"":2,""source_edge_id"":1923}]",1,"[{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":1,""source_edge_id"":1924}]","[{""tech_node"":""tech:1303"",""tech_id"":1303,""tech_name"":""Quantum Chip"",""source_edge_id"":179}]",scc:0100
recipe:53,53,微晶元件,Assemble,4,120,true,false,false,2,"[{""item_node"":""item:1105"",""item_id"":1105,""item_name"":""High-Purity Silicon"",""quantity"":2,""source_edge_id"":1925},{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":1,""source_edge_id"":1926}]",1,"[{""item_node"":""item:1302"",""item_id"":1302,""item_name"":""微晶元件"",""quantity"":1,""source_edge_id"":1927}]","[{""tech_node"":""tech:1311"",""tech_id"":1311,""tech_name"":""T半导体材料"",""source_edge_id"":196}]",scc:0314
recipe:54,54,有机晶体（原始）,Assemble,4,360,true,false,false,3,"[{""item_node"":""item:1030"",""item_id"":1030,""item_name"":""木材"",""quantity"":20,""source_edge_id"":1928},{""item_node"":""item:1031"",""item_id"":1031,""item_name"":""植物燃料"",""quantity"":30,""source_edge_id"":1929},{""item_node"":""item:1000"",""item_id"":1000,""item_name"":""水"",""quantity"":10,""source_edge_id"":1930}]",1,"[{""item_node"":""item:1117"",""item_id"":1117,""item_name"":""Organic Crystal"",""quantity"":1,""source_edge_id"":1931}]","[{""tech_node"":""tech:1122"",""tech_id"":1122,""tech_name"":""T高分子化工"",""source_edge_id"":67}]",scc:0100
recipe:55,55,信息矩阵,Research,15,600,true,false,false,2,"[{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":2,""source_edge_id"":1932},{""item_node"":""item:1402"",""item_id"":1402,""item_name"":""粒子宽带"",""quantity"":1,""source_edge_id"":1933}]",1,"[{""item_node"":""item:6004"",""item_id"":6004,""item_name"":""Information Matrix"",""quantity"":1,""source_edge_id"":1934}]","[{""tech_node"":""tech:1312"",""tech_id"":1312,""tech_name"":""Information Matrix"",""source_edge_id"":201}]",scc:0100
recipe:56,56,电弧熔炉,Assemble,4,180,true,false,false,4,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":4,""source_edge_id"":1935},{""item_node"":""item:1108"",""item_id"":1108,""item_name"":""石材"",""quantity"":2,""source_edge_id"":1936},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":4,""source_edge_id"":1937},{""item_node"":""item:1202"",""item_id"":1202,""item_name"":""磁线圈"",""quantity"":2,""source_edge_id"":1938}]",1,"[{""item_node"":""item:2302"",""item_id"":2302,""item_name"":""电弧熔炉"",""quantity"":1,""source_edge_id"":1939}]","[{""tech_node"":""tech:1401"",""tech_id"":1401,""tech_name"":""T自动化冶金"",""source_edge_id"":205}]",scc:0315
recipe:57,57,玻璃,Smelt,1,120,true,false,false,1,"[{""item_node"":""item:1005"",""item_id"":1005,""item_name"":""Stone"",""quantity"":2,""source_edge_id"":1940}]",1,"[{""item_node"":""item:1110"",""item_id"":1110,""item_name"":""玻璃"",""quantity"":1,""source_edge_id"":1941}]","[{""tech_node"":""tech:1401"",""tech_id"":1401,""tech_name"":""T自动化冶金"",""source_edge_id"":206}]",scc:0316
recipe:58,58,X射线裂解,Refine,3,240,false,false,true,2,"[{""item_node"":""item:1114"",""item_id"":1114,""item_name"":""精炼油"",""quantity"":1,""source_edge_id"":1942},{""item_node"":""item:1120"",""item_id"":1120,""item_name"":""氢"",""quantity"":2,""source_edge_id"":1943}]",2,"[{""item_node"":""item:1120"",""item_id"":1120,""item_name"":""氢"",""quantity"":3,""source_edge_id"":1944},{""item_node"":""item:1109"",""item_id"":1109,""item_name"":""高能石墨"",""quantity"":1,""source_edge_id"":1945}]","[{""tech_node"":""tech:1103"",""tech_id"":1103,""tech_name"":""TX射线裂解"",""source_edge_id"":31}]",scc:0100
recipe:59,59,高纯硅块,Smelt,1,120,true,false,false,1,"[{""item_node"":""item:1003"",""item_id"":1003,""item_name"":""Silicon Ore"",""quantity"":2,""source_edge_id"":1946}]",1,"[{""item_node"":""item:1105"",""item_id"":1105,""item_name"":""High-Purity Silicon"",""quantity"":1,""source_edge_id"":1947}]","[{""tech_node"":""tech:1402"",""tech_id"":1402,""tech_name"":""Smelting Purification"",""source_edge_id"":212}]",scc:0317
recipe:60,60,金刚石,Smelt,1,120,false,false,false,1,"[{""item_node"":""item:1109"",""item_id"":1109,""item_name"":""高能石墨"",""quantity"":1,""source_edge_id"":1948}]",1,"[{""item_node"":""item:1112"",""item_id"":1112,""item_name"":""金刚石"",""quantity"":1,""source_edge_id"":1949}]","[{""tech_node"":""tech:1403"",""tech_id"":1403,""tech_name"":""T晶体冶炼"",""source_edge_id"":216}]",scc:0100
recipe:61,61,金刚石（高效）,Smelt,1,90,false,false,false,1,"[{""item_node"":""item:1012"",""item_id"":1012,""item_name"":""金伯利矿石"",""quantity"":1,""source_edge_id"":1950}]",1,"[{""item_node"":""item:1112"",""item_id"":1112,""item_name"":""金刚石"",""quantity"":2,""source_edge_id"":1951}]","[{""tech_node"":""tech:1403"",""tech_id"":1403,""tech_name"":""T晶体冶炼"",""source_edge_id"":217}]",scc:0100
recipe:62,62,晶格硅（高效）,Assemble,4,90,false,false,false,1,"[{""item_node"":""item:1013"",""item_id"":1013,""item_name"":""分形硅石"",""quantity"":1,""source_edge_id"":1952}]",1,"[{""item_node"":""item:1113"",""item_id"":1113,""item_name"":""晶格硅"",""quantity"":2,""source_edge_id"":1953}]","[{""tech_node"":""tech:1133"",""tech_id"":1133,""tech_name"":""T粒子可控技术"",""source_edge_id"":100}]",scc:0100
recipe:63,63,钢材,Smelt,1,180,false,false,false,1,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":3,""source_edge_id"":1954}]",1,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":1,""source_edge_id"":1955}]","[{""tech_node"":""tech:1411"",""tech_id"":1411,""tech_name"":""T钢材冶炼"",""source_edge_id"":221}]",scc:0319
recipe:64,64,火力发电厂,Assemble,4,300,true,false,false,4,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":10,""source_edge_id"":1956},{""item_node"":""item:1108"",""item_id"":1108,""item_name"":""石材"",""quantity"":4,""source_edge_id"":1957},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":4,""source_edge_id"":1958},{""item_node"":""item:1202"",""item_id"":1202,""item_name"":""磁线圈"",""quantity"":4,""source_edge_id"":1959}]",1,"[{""item_node"":""item:2204"",""item_id"":2204,""item_name"":""火力发电厂"",""quantity"":1,""source_edge_id"":1960}]","[{""tech_node"":""tech:1412"",""tech_id"":1412,""tech_name"":""T火力发电"",""source_edge_id"":226}]",scc:0320
recipe:65,65,钛块,Smelt,1,120,true,false,false,1,"[{""item_node"":""item:1004"",""item_id"":1004,""item_name"":""Titanium Ore"",""quantity"":2,""source_edge_id"":1961}]",1,"[{""item_node"":""item:1106"",""item_id"":1106,""item_name"":""Titanium Ingot"",""quantity"":1,""source_edge_id"":1962}]","[{""tech_node"":""tech:1413"",""tech_id"":1413,""tech_name"":""Titanium Smelting"",""source_edge_id"":231}]",scc:0100
recipe:66,66,钛合金,Smelt,1,720,false,false,false,3,"[{""item_node"":""item:1106"",""item_id"":1106,""item_name"":""Titanium Ingot"",""quantity"":4,""source_edge_id"":1963},{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":4,""source_edge_id"":1964},{""item_node"":""item:1116"",""item_id"":1116,""item_name"":""硫酸"",""quantity"":8,""source_edge_id"":1965}]",1,"[{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":4,""source_edge_id"":1966}]","[{""tech_node"":""tech:1414"",""tech_id"":1414,""tech_name"":""High-Strength Titanium Alloy"",""source_edge_id"":236}]",scc:0321
recipe:67,67,太阳能板,Assemble,4,360,true,false,false,3,"[{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":10,""source_edge_id"":1967},{""item_node"":""item:1105"",""item_id"":1105,""item_name"":""High-Purity Silicon"",""quantity"":10,""source_edge_id"":1968},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":5,""source_edge_id"":1969}]",1,"[{""item_node"":""item:2205"",""item_id"":2205,""item_name"":""太阳能板"",""quantity"":1,""source_edge_id"":1970}]","[{""tech_node"":""tech:1501"",""tech_id"":1501,""tech_name"":""T太阳能收集"",""source_edge_id"":258}]",scc:0322
recipe:68,68,光子合并器,Assemble,4,180,true,false,false,2,"[{""item_node"":""item:1111"",""item_id"":1111,""item_name"":""棱镜"",""quantity"":2,""source_edge_id"":1971},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":1,""source_edge_id"":1972}]",1,"[{""item_node"":""item:1404"",""item_id"":1404,""item_name"":""光子合并器"",""quantity"":1,""source_edge_id"":1973}]","[{""tech_node"":""tech:1502"",""tech_id"":1502,""tech_name"":""T光子变频"",""source_edge_id"":263}]",scc:0323
recipe:69,69,光子合并器（高效）,Assemble,4,180,false,false,false,2,"[{""item_node"":""item:1014"",""item_id"":1014,""item_name"":""光栅石"",""quantity"":1,""source_edge_id"":1974},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":1,""source_edge_id"":1975}]",1,"[{""item_node"":""item:1404"",""item_id"":1404,""item_name"":""光子合并器"",""quantity"":1,""source_edge_id"":1976}]","[{""tech_node"":""tech:1502"",""tech_id"":1502,""tech_name"":""T光子变频"",""source_edge_id"":264}]",scc:0324
recipe:70,70,太阳帆,Assemble,4,240,true,false,false,2,"[{""item_node"":""item:1123"",""item_id"":1123,""item_name"":""石墨烯"",""quantity"":1,""source_edge_id"":1977},{""item_node"":""item:1404"",""item_id"":1404,""item_name"":""光子合并器"",""quantity"":1,""source_edge_id"":1978}]",1,"[{""item_node"":""item:1501"",""item_id"":1501,""item_name"":""太阳帆"",""quantity"":2,""source_edge_id"":1979}]","[{""tech_node"":""tech:1503"",""tech_id"":1503,""tech_name"":""T太阳帆轨道系统"",""source_edge_id"":269}]",scc:0326
recipe:71,71,电磁轨道弹射器,Assemble,4,360,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":20,""source_edge_id"":1980},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":20,""source_edge_id"":1981},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":5,""source_edge_id"":1982},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":10,""source_edge_id"":1983}]",1,"[{""item_node"":""item:2311"",""item_id"":2311,""item_name"":""电磁轨道弹射器"",""quantity"":1,""source_edge_id"":1984}]","[{""tech_node"":""tech:1503"",""tech_id"":1503,""tech_name"":""T太阳帆轨道系统"",""source_edge_id"":270}]",scc:0327
recipe:72,72,射线接收站,Assemble,4,480,true,false,false,5,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":20,""source_edge_id"":1985},{""item_node"":""item:1105"",""item_id"":1105,""item_name"":""High-Purity Silicon"",""quantity"":20,""source_edge_id"":1986},{""item_node"":""item:1404"",""item_id"":1404,""item_name"":""光子合并器"",""quantity"":10,""source_edge_id"":1987},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":5,""source_edge_id"":1988},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":20,""source_edge_id"":1989}]",1,"[{""item_node"":""item:2208"",""item_id"":2208,""item_name"":""射线接收站"",""quantity"":1,""source_edge_id"":1990}]","[{""tech_node"":""tech:1504"",""tech_id"":1504,""tech_name"":""T射线接收站"",""source_edge_id"":274}]",scc:0328
recipe:73,73,卫星配电站,Assemble,4,300,true,false,false,3,"[{""item_node"":""item:2202"",""item_id"":2202,""item_name"":""无线输电塔"",""quantity"":1,""source_edge_id"":1991},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":10,""source_edge_id"":1992},{""item_node"":""item:1125"",""item_id"":1125,""item_name"":""框架材料"",""quantity"":2,""source_edge_id"":1993}]",1,"[{""item_node"":""item:2212"",""item_id"":2212,""item_name"":""卫星配电站"",""quantity"":1,""source_edge_id"":1994}]","[{""tech_node"":""tech:1712"",""tech_id"":1712,""tech_name"":""T卫星配电系统"",""source_edge_id"":432}]",scc:0329
recipe:74,74,光子物质化,Particle,5,120,false,false,true,1,"[{""item_node"":""item:1208"",""item_id"":1208,""item_name"":""临界光子"",""quantity"":2,""source_edge_id"":1995}]",2,"[{""item_node"":""item:1122"",""item_id"":1122,""item_name"":""反物质"",""quantity"":2,""source_edge_id"":1996},{""item_node"":""item:1120"",""item_id"":1120,""item_name"":""氢"",""quantity"":2,""source_edge_id"":1997}]","[{""tech_node"":""tech:1506"",""tech_id"":1506,""tech_name"":""Dirac Inversion Mechanism"",""source_edge_id"":288}]",scc:0100
recipe:75,75,宇宙矩阵,Research,15,900,false,false,false,6,"[{""item_node"":""item:6001"",""item_id"":6001,""item_name"":""Electromagnetic Matrix"",""quantity"":1,""source_edge_id"":1998},{""item_node"":""item:6002"",""item_id"":6002,""item_name"":""Energy Matrix"",""quantity"":1,""source_edge_id"":1999},{""item_node"":""item:6003"",""item_id"":6003,""item_name"":""Structure Matrix"",""quantity"":1,""source_edge_id"":2000},{""item_node"":""item:6004"",""item_id"":6004,""item_name"":""Information Matrix"",""quantity"":1,""source_edge_id"":2001},{""item_node"":""item:6005"",""item_id"":6005,""item_name"":""Gravity Matrix"",""quantity"":1,""source_edge_id"":2002},{""item_node"":""item:1122"",""item_id"":1122,""item_name"":""反物质"",""quantity"":1,""source_edge_id"":2003}]",1,"[{""item_node"":""item:6006"",""item_id"":6006,""item_name"":""Universe Matrix"",""quantity"":1,""source_edge_id"":2004}]","[{""tech_node"":""tech:1507"",""tech_id"":1507,""tech_name"":""Universe Matrix"",""source_edge_id"":295}]",scc:0330
recipe:76,76,蓄电器,Assemble,4,180,true,false,false,3,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":6,""source_edge_id"":2005},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":1,""source_edge_id"":2006},{""item_node"":""item:1113"",""item_id"":1113,""item_name"":""晶格硅"",""quantity"":3,""source_edge_id"":2007}]",1,"[{""item_node"":""item:2206"",""item_id"":2206,""item_name"":""蓄电器"",""quantity"":1,""source_edge_id"":2008}]","[{""tech_node"":""tech:1511"",""tech_id"":1511,""tech_name"":""T能量储存"",""source_edge_id"":304}]",scc:0331
recipe:77,77,能量枢纽,Assemble,4,900,true,false,false,4,"[{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":40,""source_edge_id"":2009},{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":40,""source_edge_id"":2010},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":40,""source_edge_id"":2011},{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":8,""source_edge_id"":2012}]",1,"[{""item_node"":""item:2209"",""item_id"":2209,""item_name"":""能量枢纽"",""quantity"":1,""source_edge_id"":2013}]","[{""tech_node"":""tech:1512"",""tech_id"":1512,""tech_name"":""T星际电力运输"",""source_edge_id"":310}]",scc:0332
recipe:78,78,空间翘曲器,Assemble,4,600,true,false,false,1,"[{""item_node"":""item:1209"",""item_id"":1209,""item_name"":""引力透镜"",""quantity"":1,""source_edge_id"":2014}]",1,"[{""item_node"":""item:1210"",""item_id"":1210,""item_name"":""空间翘曲器"",""quantity"":1,""source_edge_id"":2015}]","[{""tech_node"":""tech:1704"",""tech_id"":1704,""tech_name"":""Gravitational Wave Refraction"",""source_edge_id"":414}]",scc:0333
recipe:79,79,空间翘曲器（高级）,Assemble,4,600,true,false,false,1,"[{""item_node"":""item:6005"",""item_id"":6005,""item_name"":""Gravity Matrix"",""quantity"":1,""source_edge_id"":2016}]",1,"[{""item_node"":""item:1210"",""item_id"":1210,""item_name"":""空间翘曲器"",""quantity"":8,""source_edge_id"":2017}]","[{""tech_node"":""tech:1705"",""tech_id"":1705,""tech_name"":""Gravity Matrix"",""source_edge_id"":421}]",scc:0334
recipe:80,80,框架材料,Assemble,4,360,true,false,false,3,"[{""item_node"":""item:1124"",""item_id"":1124,""item_name"":""碳纳米管"",""quantity"":4,""source_edge_id"":2018},{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":1,""source_edge_id"":2019},{""item_node"":""item:1105"",""item_id"":1105,""item_name"":""High-Purity Silicon"",""quantity"":1,""source_edge_id"":2020}]",1,"[{""item_node"":""item:1125"",""item_id"":1125,""item_name"":""框架材料"",""quantity"":1,""source_edge_id"":2021}]","[{""tech_node"":""tech:1521"",""tech_id"":1521,""tech_name"":""T高强度轻质结构"",""source_edge_id"":320}]",scc:0336
recipe:81,81,戴森球组件,Assemble,4,480,true,false,false,3,"[{""item_node"":""item:1125"",""item_id"":1125,""item_name"":""框架材料"",""quantity"":3,""source_edge_id"":2022},{""item_node"":""item:1501"",""item_id"":1501,""item_name"":""太阳帆"",""quantity"":3,""source_edge_id"":2023},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":3,""source_edge_id"":2024}]",1,"[{""item_node"":""item:1502"",""item_id"":1502,""item_name"":""戴森球组件"",""quantity"":1,""source_edge_id"":2025}]","[{""tech_node"":""tech:1521"",""tech_id"":1521,""tech_name"":""T高强度轻质结构"",""source_edge_id"":321}]",scc:0337
recipe:82,82,垂直发射井,Assemble,4,1800,true,false,false,4,"[{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":80,""source_edge_id"":2026},{""item_node"":""item:1125"",""item_id"":1125,""item_name"":""框架材料"",""quantity"":30,""source_edge_id"":2027},{""item_node"":""item:1209"",""item_id"":1209,""item_name"":""引力透镜"",""quantity"":20,""source_edge_id"":2028},{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":10,""source_edge_id"":2029}]",1,"[{""item_node"":""item:2312"",""item_id"":2312,""item_name"":""垂直发射井"",""quantity"":1,""source_edge_id"":2030}]","[{""tech_node"":""tech:1522"",""tech_id"":1522,""tech_name"":""T垂直发射井"",""source_edge_id"":328}]",scc:0338
recipe:83,83,小型运载火箭,Assemble,4,360,true,false,false,3,"[{""item_node"":""item:1502"",""item_id"":1502,""item_name"":""戴森球组件"",""quantity"":2,""source_edge_id"":2031},{""item_node"":""item:1802"",""item_id"":1802,""item_name"":""氘核燃料棒"",""quantity"":4,""source_edge_id"":2032},{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":2,""source_edge_id"":2033}]",1,"[{""item_node"":""item:1503"",""item_id"":1503,""item_name"":""小型运载火箭"",""quantity"":1,""source_edge_id"":2034}]","[{""tech_node"":""tech:1522"",""tech_id"":1522,""tech_name"":""T垂直发射井"",""source_edge_id"":329}]",scc:0339
recipe:84,84,低速传送带,Assemble,4,60,true,false,false,2,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":2,""source_edge_id"":2035},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":1,""source_edge_id"":2036}]",1,"[{""item_node"":""item:2001"",""item_id"":2001,""item_name"":""低速传送带"",""quantity"":3,""source_edge_id"":2037}]","[{""tech_node"":""tech:1601"",""tech_id"":1601,""tech_name"":""T基础物流系统"",""source_edge_id"":340}]",scc:0340
recipe:85,85,低速分拣器,Assemble,4,60,true,false,false,2,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":1,""source_edge_id"":2038},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":1,""source_edge_id"":2039}]",1,"[{""item_node"":""item:2011"",""item_id"":2011,""item_name"":""低速分拣器"",""quantity"":1,""source_edge_id"":2040}]","[{""tech_node"":""tech:1601"",""tech_id"":1601,""tech_name"":""T基础物流系统"",""source_edge_id"":341}]",scc:0341
recipe:86,86,小型储物仓,Assemble,4,120,true,false,false,2,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":4,""source_edge_id"":2041},{""item_node"":""item:1108"",""item_id"":1108,""item_name"":""石材"",""quantity"":4,""source_edge_id"":2042}]",1,"[{""item_node"":""item:2101"",""item_id"":2101,""item_name"":""小型储物仓"",""quantity"":1,""source_edge_id"":2043}]","[{""tech_node"":""tech:1601"",""tech_id"":1601,""tech_name"":""T基础物流系统"",""source_edge_id"":342}]",scc:0342
recipe:87,87,四向分流器,Assemble,4,120,true,false,false,3,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":3,""source_edge_id"":2044},{""item_node"":""item:1201"",""item_id"":1201,""item_name"":""齿轮"",""quantity"":2,""source_edge_id"":2045},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":1,""source_edge_id"":2046}]",1,"[{""item_node"":""item:2020"",""item_id"":2020,""item_name"":""四向分流器"",""quantity"":1,""source_edge_id"":2047}]","[{""tech_node"":""tech:1602"",""tech_id"":1602,""tech_name"":""T改良物流系统"",""source_edge_id"":347}]",scc:0343
recipe:88,88,高速分拣器,Assemble,4,60,true,false,false,2,"[{""item_node"":""item:2011"",""item_id"":2011,""item_name"":""低速分拣器"",""quantity"":2,""source_edge_id"":2048},{""item_node"":""item:1203"",""item_id"":1203,""item_name"":""电动机"",""quantity"":1,""source_edge_id"":2049}]",1,"[{""item_node"":""item:2012"",""item_id"":2012,""item_name"":""高速分拣器"",""quantity"":2,""source_edge_id"":2050}]","[{""tech_node"":""tech:1602"",""tech_id"":1602,""tech_name"":""T改良物流系统"",""source_edge_id"":348}]",scc:0344
recipe:89,89,高速传送带,Assemble,4,60,true,false,false,2,"[{""item_node"":""item:2001"",""item_id"":2001,""item_name"":""低速传送带"",""quantity"":3,""source_edge_id"":2051},{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":1,""source_edge_id"":2052}]",1,"[{""item_node"":""item:2002"",""item_id"":2002,""item_name"":""高速传送带"",""quantity"":3,""source_edge_id"":2053}]","[{""tech_node"":""tech:1603"",""tech_id"":1603,""tech_name"":""High-Efficiency Logistics System"",""source_edge_id"":357}]",scc:0345
recipe:90,90,极速分拣器,Assemble,4,60,true,false,false,2,"[{""item_node"":""item:2012"",""item_id"":2012,""item_name"":""高速分拣器"",""quantity"":2,""source_edge_id"":2054},{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":1,""source_edge_id"":2055}]",1,"[{""item_node"":""item:2013"",""item_id"":2013,""item_name"":""极速分拣器"",""quantity"":2,""source_edge_id"":2056}]","[{""tech_node"":""tech:1603"",""tech_id"":1603,""tech_name"":""High-Efficiency Logistics System"",""source_edge_id"":358}]",scc:0347
recipe:91,91,大型储物仓,Assemble,4,240,true,false,false,2,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":8,""source_edge_id"":2057},{""item_node"":""item:1108"",""item_id"":1108,""item_name"":""石材"",""quantity"":8,""source_edge_id"":2058}]",1,"[{""item_node"":""item:2102"",""item_id"":2102,""item_name"":""大型储物仓"",""quantity"":1,""source_edge_id"":2059}]","[{""tech_node"":""tech:1603"",""tech_id"":1603,""tech_name"":""High-Efficiency Logistics System"",""source_edge_id"":359}]",scc:0348
recipe:92,92,极速传送带,Assemble,4,60,true,false,false,3,"[{""item_node"":""item:2002"",""item_id"":2002,""item_name"":""高速传送带"",""quantity"":3,""source_edge_id"":2060},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":1,""source_edge_id"":2061},{""item_node"":""item:1123"",""item_id"":1123,""item_name"":""石墨烯"",""quantity"":1,""source_edge_id"":2062}]",1,"[{""item_node"":""item:2003"",""item_id"":2003,""item_name"":""极速传送带"",""quantity"":3,""source_edge_id"":2063}]","[{""tech_node"":""tech:1604"",""tech_id"":1604,""tech_name"":""Planetary Logistics System"",""source_edge_id"":365}]",scc:0349
