edge_id,from_node,to_node,edge_type,layer,source,confidence,quantity,value,notes,metadata
424,item:6002,tech:1711,research_input,formal_game_data,runtime:LDB.techs,exact,,5,TechProto.Items paired with ItemPoints.,{}
425,tech:1711,recipe:103,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
426,tech:1711,function:42,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,1,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
427,tech:1711,tech:1712,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
428,tech:1521,tech:1712,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
429,item:6001,tech:1712,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
430,item:6002,tech:1712,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
431,item:6003,tech:1712,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
432,tech:1712,recipe:73,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
433,tech:1001,tech:1801,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
434,tech:1401,tech:1801,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
435,item:6001,tech:1801,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
436,tech:1801,recipe:125,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
437,tech:1801,recipe:136,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
438,tech:1801,item:1601,grants_item,formal_game_data,runtime:LDB.techs,exact,10,,,{}
439,tech:1401,tech:1802,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
440,item:6001,tech:1802,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
441,tech:1802,recipe:133,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
442,tech:1123,tech:1803,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
443,item:6001,tech:1803,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
444,item:6002,tech:1803,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
445,tech:1803,recipe:134,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
446,tech:1125,tech:1804,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
447,item:6001,tech:1804,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
448,item:6002,tech:1804,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
449,item:6003,tech:1804,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
450,item:6004,tech:1804,research_input,formal_game_data,runtime:LDB.techs,exact,,5,TechProto.Items paired with ItemPoints.,{}
451,tech:1804,recipe:135,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
452,tech:1001,tech:1805,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
453,item:6001,tech:1805,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
454,tech:1805,recipe:105,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
455,tech:1805,tech:1806,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
456,tech:1801,tech:1806,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
457,tech:1802,tech:1806,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
458,item:6001,tech:1806,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
459,tech:1806,recipe:129,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
460,tech:1806,recipe:144,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
461,tech:1806,tech:1807,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
462,tech:1702,tech:1807,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
463,item:6001,tech:1807,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
464,item:6002,tech:1807,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
465,tech:1807,recipe:127,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
466,tech:1807,recipe:139,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
467,tech:1806,tech:1808,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
468,tech:1101,tech:1808,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
469,item:6001,tech:1808,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
470,item:6002,tech:1808,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
471,tech:1808,recipe:131,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
472,tech:1807,tech:1809,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
473,tech:1703,tech:1809,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
474,item:6001,tech:1809,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
475,item:6002,tech:1809,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
476,tech:1809,recipe:126,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
477,tech:1809,recipe:132,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
478,tech:1806,tech:1810,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
479,tech:1302,tech:1810,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
480,item:6001,tech:1810,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
481,item:6002,tech:1810,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
482,tech:1810,recipe:130,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
483,tech:1810,recipe:158,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
484,tech:1809,tech:1811,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
485,tech:1126,tech:1811,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
486,item:6001,tech:1811,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
487,item:6002,tech:1811,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
488,item:6003,tech:1811,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
489,item:6004,tech:1811,research_input,formal_game_data,runtime:LDB.techs,exact,,6,TechProto.Items paired with ItemPoints.,{}
490,tech:1811,recipe:128,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
491,tech:1811,recipe:142,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
492,tech:1811,recipe:157,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
493,tech:1801,tech:1812,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
494,tech:1413,tech:1812,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
495,item:6001,tech:1812,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
496,item:6002,tech:1812,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
497,tech:1812,recipe:137,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
498,tech:1812,tech:1813,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
499,tech:1414,tech:1813,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
500,item:6001,tech:1813,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
501,item:6002,tech:1813,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
502,item:6003,tech:1813,research_input,formal_game_data,runtime:LDB.techs,exact,,5,TechProto.Items paired with ItemPoints.,{}
503,tech:1813,recipe:138,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
504,tech:1807,tech:1814,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
505,tech:1413,tech:1814,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
506,item:6001,tech:1814,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
507,item:6002,tech:1814,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
508,tech:1814,recipe:140,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
509,tech:1814,tech:1815,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
510,tech:1113,tech:1815,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
511,item:6001,tech:1815,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
512,item:6002,tech:1815,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
513,item:6003,tech:1815,research_input,formal_game_data,runtime:LDB.techs,exact,,3,TechProto.Items paired with ItemPoints.,{}
514,tech:1815,recipe:145,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
515,tech:1815,tech:1816,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
516,tech:1414,tech:1816,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
517,item:6001,tech:1816,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
518,item:6002,tech:1816,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
519,item:6003,tech:1816,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
520,item:6004,tech:1816,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
521,tech:1816,recipe:141,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
522,tech:1816,tech:1817,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
523,tech:1143,tech:1817,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
524,item:6001,tech:1817,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
525,item:6002,tech:1817,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
526,item:6003,tech:1817,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
527,item:6004,tech:1817,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
528,item:6005,tech:1817,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
529,tech:1817,recipe:146,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
530,tech:1145,tech:1818,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
531,tech:1811,tech:1818,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
532,item:6001,tech:1818,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
533,item:6002,tech:1818,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
534,item:6003,tech:1818,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
535,item:6004,tech:1818,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
536,item:6005,tech:1818,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
537,tech:1818,recipe:143,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
538,tech:1826,tech:1819,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
539,tech:1101,tech:1819,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
540,item:6001,tech:1819,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
541,tech:1819,recipe:147,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
542,tech:1819,function:77,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,1,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
543,tech:1819,function:78,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,4,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
544,tech:1819,tech:1820,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
545,tech:1502,tech:1820,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
546,item:6001,tech:1820,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
547,item:6002,tech:1820,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
548,tech:1820,recipe:148,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
549,tech:1819,tech:1821,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
550,tech:1703,tech:1821,pretech_implicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechsImplicit prerequisite not represented as an ordinary displayed prerequisite.,"{""target_pretechs_max"":false}"
551,item:6001,tech:1821,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
552,item:6002,tech:1821,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
553,item:6003,tech:1821,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
554,tech:1821,recipe:149,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
555,tech:1809,tech:1822,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
556,tech:1820,tech:1822,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
557,item:6001,tech:1822,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
558,item:6002,tech:1822,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
559,item:6003,tech:1822,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
560,item:6004,tech:1822,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
561,tech:1822,recipe:150,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
562,tech:1822,function:79,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,1,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
563,tech:1822,function:80,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,4,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
564,tech:1822,tech:1823,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
565,tech:1821,tech:1823,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
566,item:6001,tech:1823,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
567,item:6002,tech:1823,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
568,item:6003,tech:1823,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
569,item:6004,tech:1823,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
570,item:6005,tech:1823,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
571,tech:1823,recipe:151,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
572,tech:1810,tech:1824,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
573,item:6001,tech:1824,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
574,item:6002,tech:1824,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
575,item:6003,tech:1824,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
576,tech:1824,recipe:159,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
577,tech:1801,tech:1826,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
578,tech:1805,tech:1826,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
579,item:6001,tech:1826,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
580,tech:1826,recipe:152,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
581,tech:1312,tech:1901,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
582,item:5202,tech:1901,preitem_gate,formal_game_data,runtime:LDB.techs,exact,,,TechProto.PreItem gate; especially important for hidden/event-dependent technologies.,{}
583,item:5201,tech:1901,research_input,formal_game_data,runtime:LDB.techs,exact,,120,TechProto.Items paired with ItemPoints.,{}
584,tech:1901,recipe:153,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
585,tech:1203,tech:1902,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
586,item:5203,tech:1902,preitem_gate,formal_game_data,runtime:LDB.techs,exact,,,TechProto.PreItem gate; especially important for hidden/event-dependent technologies.,{}
587,item:5201,tech:1902,research_input,formal_game_data,runtime:LDB.techs,exact,,120,TechProto.Items paired with ItemPoints.,{}
588,tech:1902,recipe:154,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
589,tech:1417,tech:1903,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
590,item:5204,tech:1903,preitem_gate,formal_game_data,runtime:LDB.techs,exact,,,TechProto.PreItem gate; especially important for hidden/event-dependent technologies.,{}
591,item:5201,tech:1903,research_input,formal_game_data,runtime:LDB.techs,exact,,120,TechProto.Items paired with ItemPoints.,{}
592,tech:1903,recipe:155,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
593,tech:1145,tech:1904,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
594,item:5205,tech:1904,preitem_gate,formal_game_data,runtime:LDB.techs,exact,,,TechProto.PreItem gate; especially important for hidden/event-dependent technologies.,{}
595,item:5201,tech:1904,research_input,formal_game_data,runtime:LDB.techs,exact,,120,TechProto.Items paired with ItemPoints.,{}
596,tech:1904,recipe:156,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
597,item:1101,tech:2101,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
598,item:1104,tech:2101,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
599,tech:2101,function:6,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,80000000,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
600,tech:2101,function:81,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,30000,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
601,tech:2101,function:82,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,1,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
602,tech:2101,tech:2102,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
603,item:6001,tech:2102,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
604,item:6002,tech:2102,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
605,tech:2102,function:6,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,200000000,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
606,tech:2102,function:81,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,30000,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
607,tech:2102,function:82,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,1,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
608,tech:2102,function:83,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,200,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
609,tech:2102,tech:2103,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
610,item:6001,tech:2103,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
611,item:6002,tech:2103,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
612,item:6003,tech:2103,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
613,tech:2103,function:6,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,400000000,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
614,tech:2103,function:81,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,30000,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
615,tech:2103,function:82,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,2,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
616,tech:2103,function:83,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,200,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
617,tech:2103,tech:2104,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
618,item:6001,tech:2104,research_input,formal_game_data,runtime:LDB.techs,exact,,6,TechProto.Items paired with ItemPoints.,{}
619,item:6002,tech:2104,research_input,formal_game_data,runtime:LDB.techs,exact,,6,TechProto.Items paired with ItemPoints.,{}
620,item:6003,tech:2104,research_input,formal_game_data,runtime:LDB.techs,exact,,6,TechProto.Items paired with ItemPoints.,{}
621,item:6004,tech:2104,research_input,formal_game_data,runtime:LDB.techs,exact,,6,TechProto.Items paired with ItemPoints.,{}
622,tech:2104,function:6,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,800000000,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
623,tech:2104,function:81,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,30000,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
624,tech:2104,function:82,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,2,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
625,tech:2104,function:83,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,200,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
626,tech:2104,tech:2105,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
